300MHz Spectrometer, CHL-D
Frequency (Hz),Intensity
3921.95607821,268.4
3921.66375936,205.3
3921.37144051,49.9
3921.07912166,146.6
3920.78680282,-113.4
3920.49448397,362.5
3920.20216512,431.6
3919.90984627,277.8
3919.61752742,287.6
3919.32520858,114.5
3919.03288973,-202.4
3918.74057088,-75.8
3918.44825203,112.6
3918.15593318,315.1
3917.86361434,167.6
3917.57129549,126.0
3917.27897664,269.8
3916.98665779,140.5
3916.69433894,178.9
3916.4020201,-31.6
3916.10970125,-20.9
3915.8173824,-51.5
3915.52506355,128.3
3915.2327447,93.4
3914.94042586,247.6
3914.64810701,280.9
3914.35578816,267.3
3914.06346931,79.9
3913.77115046,290.5
3913.47883162,325.4
3913.18651277,-114.9
3912.89419392,294.0
3912.60187507,245.3
3912.30955622,380.8
3912.01723738,90.6
3911.72491853,26.1
3911.43259968,188.4
3911.14028083,65.3
3910.84796198,20.4
3910.55564314,-110.9
3910.26332429,-147.3
3909.97100544,160.4
3909.67868659,91.9
3909.38636774,18.3
3909.0940489,-1.3
3908.80173005,231.5
3908.5094112,135.4
3908.21709235,132.1
3907.9247735,104.9
3907.63245466,362.6
3907.34013581,363.4
3907.04781696,9.1
3906.75549811,119.3
3906.46317926,-4.9
3906.17086042,238.1
3905.87854157,189.6
3905.58622272,-216.4
3905.29390387,-239.3
3905.00158502,-452.1
3904.70926618,-337.6
3904.41694733,-283.9
3904.12462848,-106.5
3903.83230963,-91.3
3903.53999078,280.6
3903.24767194,166.3
3902.95535309,234.9
3902.66303424,376.3
3902.37071539,82.3
3902.07839654,91.6
3901.7860777,-115.3
3901.49375885,-148.6
3901.20144,205.6
3900.90912115,-86.4
3900.6168023,91.3
3900.32448346,-173.5
3900.03216461,-160.1
3899.73984576,-18.9
3899.44752691,74.1
3899.15520806,112.1
3898.86288922,299.1
3898.57057037,15.4
3898.27825152,200.3
3897.98593267,79.0
3897.69361382,279.0
3897.40129498,372.8
3897.10897613,271.1
3896.81665728,-0.8
3896.52433843,-394.3
3896.23201958,-80.6
3895.93970074,51.1
3895.64738189,204.9
3895.35506304,124.9
3895.06274419,257.6
3894.77042534,-36.4
3894.4781065,13.8
3894.18578765,-149.1
3893.8934688,-137.3
3893.60114995,-464.8
3893.3088311,-142.4
3893.01651226,-93.5
3892.72419341,-10.4
3892.43187456,2.5
3892.13955571,314.1
3891.84723686,181.0
3891.55491802,153.6
3891.26259917,247.1
3890.97028032,435.3
3890.67796147,219.6
3890.38564262,-115.4
3890.09332378,153.0
3889.80100493,47.4
3889.50868608,-145.0
3889.21636723,-79.8
3888.92404838,-34.5
3888.63172954,-120.0
3888.33941069,-125.0
3888.04709184,-235.6
3887.75477299,-381.0
3887.46245414,-140.5
3887.1701353,-73.0
3886.87781645,-407.1
3886.5854976,-229.8
3886.29317875,-60.3
3886.0008599,48.0
3885.70854106,460.8
3885.41622221,341.9
3885.12390336,-24.0
3884.83158451,-39.6
3884.53926566,269.9
3884.24694682,364.5
3883.95462797,-95.9
3883.66230912,230.4
3883.36999027,564.6
3883.07767142,362.1
3882.78535258,476.8
3882.49303373,100.5
3882.20071488,24.3
3881.90839603,110.5
3881.61607718,178.1
3881.32375834,129.8
3881.03143949,248.3
3880.73912064,52.0
3880.44680179,84.1
3880.15448294,-117.8
3879.8621641,146.8
3879.56984525,-222.9
3879.2775264,-22.5
3878.98520755,77.3
3878.6928887,200.8
3878.40056986,83.3
3878.10825101,140.3
3877.81593216,90.5
3877.52361331,454.6
3877.23129446,591.9
3876.93897562,433.9
3876.64665677,244.8
3876.35433792,127.1
3876.06201907,148.5
3875.76970022,413.6
3875.47738138,470.6
3875.18506253,432.4
3874.89274368,562.5
3874.60042483,301.8
3874.30810598,196.4
3874.01578714,-79.0
3873.72346829,2.1
3873.43114944,25.8
3873.13883059,-36.3
3872.84651174,-368.8
3872.5541929,-223.4
3872.26187405,111.6
3871.9695552,246.9
3871.67723635,54.8
3871.3849175,-128.4
3871.09259866,64.9
3870.80027981,-56.3
3870.50796096,155.1
3870.21564211,148.4
3869.92332326,219.0
3869.63100442,163.5
3869.33868557,209.8
3869.04636672,245.9
3868.75404787,235.0
3868.46172902,-49.5
3868.16941018,198.6
3867.87709133,242.8
3867.58477248,240.8
3867.29245363,459.8
3867.00013478,632.3
3866.70781594,536.4
3866.41549709,440.8
3866.12317824,356.1
3865.83085939,486.3
3865.53854054,416.0
3865.2462217,368.0
3864.95390285,48.9
3864.661584,-91.0
3864.36926515,212.0
3864.0769463,27.1
3863.78462746,70.3
3863.49230861,-133.5
3863.19998976,199.1
3862.90767091,-27.4
3862.61535206,-71.9
3862.32303322,166.1
3862.03071437,299.1
3861.73839552,340.0
3861.44607667,93.8
3861.15375782,-148.3
3860.86143898,37.4
3860.56912013,82.8
3860.27680128,151.8
3859.98448243,-164.1
3859.69216358,-320.5
3859.39984474,-370.6
3859.10752589,-80.0
3858.81520704,164.8
3858.52288819,-56.9
3858.23056934,-278.8
3857.9382505,153.6
3857.64593165,141.5
3857.3536128,62.5
3857.06129395,-29.3
3856.7689751,139.9
3856.47665626,-65.3
3856.18433741,-97.6
3855.89201856,-173.1
3855.59969971,-208.4
3855.30738086,-86.0
3855.01506202,441.3
3854.72274317,426.3
3854.43042432,39.1
3854.13810547,44.1
3853.84578662,-109.8
3853.55346778,13.0
3853.26114893,-200.4
3852.96883008,-137.3
3852.67651123,240.0
3852.38419238,507.8
3852.09187354,290.0
3851.79955469,326.0
3851.50723584,-104.8
3851.21491699,-501.3
3850.92259814,-419.3
3850.6302793,-129.5
3850.33796045,6.4
3850.0456416,153.6
3849.75332275,190.0
3849.4610039,524.8
3849.16868506,477.0
3848.87636621,145.0
3848.58404736,128.1
3848.29172851,532.8
3847.99940966,727.4
3847.70709082,264.1
3847.41477197,-18.9
3847.12245312,7.4
3846.83013427,-116.0
3846.53781542,103.9
3846.24549658,370.5
3845.95317773,458.1
3845.66085888,206.5
3845.36854003,159.8
3845.07622118,364.4
3844.78390234,190.5
3844.49158349,-336.5
3844.19926464,164.9
3843.90694579,163.8
3843.61462694,283.6
3843.3223081,252.3
3843.02998925,88.8
3842.7376704,426.6
3842.44535155,232.1
3842.1530327,-129.6
3841.86071386,127.9
3841.56839501,602.1
3841.27607616,4.1
3840.98375731,-304.1
3840.69143846,147.6
3840.39911962,-90.1
3840.10680077,-130.4
3839.81448192,-476.4
3839.52216307,-222.6
3839.22984422,-280.5
3838.93752538,-448.1
3838.64520653,-240.8
3838.35288768,-82.8
3838.06056883,110.6
3837.76824998,68.8
3837.47593114,275.4
3837.18361229,222.3
3836.89129344,65.3
3836.59897459,286.5
3836.30665574,-119.5
3836.0143369,-284.1
3835.72201805,239.8
3835.4296992,-64.6
3835.13738035,69.5
3834.8450615,141.1
3834.55274266,-124.3
3834.26042381,-413.1
3833.96810496,163.6
3833.67578611,-214.8
3833.38346726,57.9
3833.09114842,206.5
3832.79882957,-84.4
3832.50651072,116.4
3832.21419187,335.1
3831.92187302,518.3
3831.62955418,432.6
3831.33723533,289.4
3831.04491648,205.1
3830.75259763,49.1
3830.46027878,-301.0
3830.16795994,-49.9
3829.87564109,61.0
3829.58332224,277.9
3829.29100339,-202.4
3828.99868454,-494.6
3828.7063657,-389.6
3828.41404685,76.4
3828.121728,-47.8
3827.82940915,222.8
3827.5370903,196.6
3827.24477146,23.1
3826.95245261,146.8
3826.66013376,169.8
3826.36781491,66.5
3826.07549606,84.9
3825.78317722,-52.9
3825.49085837,108.5
3825.19853952,255.9
3824.90622067,381.9
3824.61390182,79.1
3824.32158298,-154.6
3824.02926413,-142.9
3823.73694528,81.0
3823.44462643,-22.9
3823.15230758,-535.1
3822.85998874,-362.6
3822.56766989,79.6
3822.27535104,296.4
3821.98303219,130.6
3821.69071334,-58.6
3821.3983945,26.9
3821.10607565,39.3
3820.8137568,138.3
3820.52143795,40.8
3820.2291191,-267.8
3819.93680026,-118.6
3819.64448141,-37.9
3819.35216256,41.8
3819.05984371,-3.0
3818.76752486,206.9
3818.47520602,468.3
3818.18288717,424.4
3817.89056832,195.9
3817.59824947,119.6
3817.30593062,71.1
3817.01361178,322.8
3816.72129293,246.5
3816.42897408,307.8
3816.13665523,75.3
3815.84433638,330.3
3815.55201754,514.6
3815.25969869,576.1
3814.96737984,406.4
3814.67506099,7.5
3814.38274214,163.6
3814.0904233,126.1
3813.79810445,231.5
3813.5057856,356.1
3813.21346675,235.3
3812.9211479,118.5
3812.62882906,602.4
3812.33651021,225.1
3812.04419136,227.0
3811.75187251,293.3
3811.45955366,291.4
3811.16723482,240.3
3810.87491597,36.8
3810.58259712,-238.5
3810.29027827,99.9
3809.99795942,382.6
3809.70564058,253.6
3809.41332173,73.8
3809.12100288,-91.6
3808.82868403,-229.5
3808.53636518,-200.3
3808.24404634,-420.8
3807.95172749,-523.1
3807.65940864,-200.8
3807.36708979,432.6
3807.07477094,242.5
3806.7824521,130.9
3806.49013325,193.1
3806.1978144,576.1
3805.90549555,520.5
3805.6131767,381.8
3805.32085786,539.5
3805.02853901,260.6
3804.73622016,217.0
3804.44390131,436.0
3804.15158246,311.8
3803.85926362,84.9
3803.56694477,324.8
3803.27462592,435.4
3802.98230707,122.0
3802.68998822,55.1
3802.39766938,-90.9
3802.10535053,92.1
3801.81303168,-72.5
3801.52071283,-266.3
3801.22839398,74.0
3800.93607514,-109.8
3800.64375629,510.3
3800.35143744,135.4
3800.05911859,234.8
3799.76679974,152.8
3799.4744809,53.8
3799.18216205,2.8
3798.8898432,-436.8
3798.59752435,209.5
3798.3052055,223.9
3798.01288666,272.1
3797.72056781,507.5
3797.42824896,331.5
3797.13593011,113.0
3796.84361126,-136.5
3796.55129242,-71.8
3796.25897357,229.6
3795.96665472,358.0
3795.67433587,253.3
3795.38201702,281.6
3795.08969818,359.3
3794.79737933,-43.3
3794.50506048,429.8
3794.21274163,154.1
3793.92042278,-237.8
3793.62810394,-19.8
3793.33578509,-141.9
3793.04346624,107.5
3792.75114739,-61.1
3792.45882854,-133.5
3792.1665097,180.9
3791.87419085,211.0
3791.581872,421.5
3791.28955315,-297.3
3790.9972343,107.0
3790.70491546,303.8
3790.41259661,236.0
3790.12027776,272.1
3789.82795891,13.5
3789.53564006,69.5
3789.24332122,198.3
3788.95100237,171.6
3788.65868352,143.0
3788.36636467,-76.3
3788.07404582,402.3
3787.78172698,441.8
3787.48940813,256.5
3787.19708928,361.4
3786.90477043,63.4
3786.61245158,282.4
3786.32013274,449.3
3786.02781389,131.5
3785.73549504,59.5
3785.44317619,99.6
3785.15085734,117.4
3784.8585385,110.9
3784.56621965,-78.6
3784.2739008,-12.4
3783.98158195,-105.0
3783.6892631,-156.6
3783.39694426,-282.0
3783.10462541,-93.1
3782.81230656,-172.9
3782.51998771,154.1
3782.22766886,61.1
3781.93535002,-238.3
3781.64303117,7.8
3781.35071232,2.8
3781.05839347,273.9
3780.76607462,318.6
3780.47375578,10.6
3780.18143693,76.6
3779.88911808,128.4
3779.59679923,434.4
3779.30448038,225.5
3779.01216154,-108.5
3778.71984269,340.4
3778.42752384,43.8
3778.13520499,-86.3
3777.84288614,216.3
3777.5505673,116.1
3777.25824845,548.8
3776.9659296,455.6
3776.67361075,225.6
3776.3812919,-34.8
3776.08897306,284.6
3775.79665421,168.9
3775.50433536,-16.8
3775.21201651,-357.1
3774.91969766,-133.1
3774.62737882,100.1
3774.33505997,34.9
3774.04274112,171.1
3773.75042227,294.6
3773.45810342,191.9
3773.16578458,315.1
3772.87346573,190.4
3772.58114688,165.4
3772.28882803,-52.0
3771.99650918,-84.3
3771.70419034,-45.4
3771.41187149,301.9
3771.11955264,149.9
3770.82723379,15.0
3770.53491494,49.9
3770.2425961,379.0
3769.95027725,455.4
3769.6579584,134.0
3769.36563955,255.6
3769.0733207,555.1
3768.78100186,228.1
3768.48868301,414.4
3768.19636416,115.8
3767.90404531,185.9
3767.61172646,330.6
3767.31940762,136.9
3767.02708877,-40.6
3766.73476992,-37.3
3766.44245107,131.8
3766.15013222,196.0
3765.85781338,134.9
3765.56549453,-23.0
3765.27317568,-136.0
3764.98085683,-225.8
3764.68853798,-45.8
3764.39621914,-3.1
3764.10390029,47.0
3763.81158144,-6.5
3763.51926259,-38.8
3763.22694374,66.0
3762.9346249,239.0
3762.64230605,10.3
3762.3499872,-204.1
3762.05766835,-32.0
3761.7653495,442.0
3761.47303066,289.4
3761.18071181,231.8
3760.88839296,-153.9
3760.59607411,177.5
3760.30375526,336.6
3760.01143642,253.6
3759.71911757,384.9
3759.42679872,40.0
3759.13447987,-194.0
3758.84216102,-332.8
3758.54984218,-116.5
3758.25752333,-189.8
3757.96520448,-70.6
3757.67288563,-93.4
3757.38056678,-90.0
3757.08824794,265.8
3756.79592909,225.8
3756.50361024,-154.9
3756.21129139,-166.9
3755.91897254,51.9
3755.6266537,219.1
3755.33433485,-179.9
3755.042016,-79.9
3754.74969715,-379.1
3754.4573783,-66.0
3754.16505946,232.8
3753.87274061,350.5
3753.58042176,207.9
3753.28810291,144.9
3752.99578406,11.1
3752.70346522,130.1
3752.41114637,373.8
3752.11882752,-293.6
3751.82650867,-437.0
3751.53418982,25.4
3751.24187098,289.9
3750.94955213,123.0
3750.65723328,-101.6
3750.36491443,-111.1
3750.07259558,-58.1
3749.78027674,94.5
3749.48795789,-97.0
3749.19563904,155.8
3748.90332019,316.1
3748.61100134,112.1
3748.3186825,-84.1
3748.02636365,-205.9
3747.7340448,-143.5
3747.44172595,-12.4
3747.1494071,282.5
3746.85708826,199.0
3746.56476941,327.6
3746.27245056,-56.6
3745.98013171,350.6
3745.68781286,189.4
3745.39549402,272.3
3745.10317517,220.6
3744.81085632,210.3
3744.51853747,362.1
3744.22621862,191.6
3743.93389978,547.3
3743.64158093,309.3
3743.34926208,-46.5
3743.05694323,2.4
3742.76462438,-21.0
3742.47230554,-63.8
3742.17998669,414.4
3741.88766784,778.4
3741.59534899,504.3
3741.30303014,157.9
3741.0107113,0.0
3740.71839245,-76.9
3740.4260736,79.4
3740.13375475,210.6
3739.8414359,297.1
3739.54911706,3.6
3739.25679821,107.9
3738.96447936,309.0
3738.67216051,560.0
3738.37984166,615.5
3738.08752282,559.5
3737.79520397,394.3
3737.50288512,-25.5
3737.21056627,18.4
3736.91824742,-75.4
3736.62592858,114.3
3736.33360973,176.4
3736.04129088,23.6
3735.74897203,283.9
3735.45665318,394.4
3735.16433434,378.5
3734.87201549,302.5
3734.57969664,286.8
3734.28737779,327.4
3733.99505894,89.1
3733.7027401,265.9
3733.41042125,197.9
3733.1181024,-28.1
3732.82578355,367.4
3732.5334647,207.9
3732.24114586,-93.5
3731.94882701,-157.0
3731.65650816,-64.3
3731.36418931,-45.5
3731.07187046,228.9
3730.77955162,134.1
3730.48723277,-71.6
3730.19491392,-235.8
3729.90259507,-167.3
3729.61027622,-229.5
3729.31795738,-272.6
3729.02563853,-114.1
3728.73331968,-389.6
3728.44100083,100.3
3728.14868198,81.3
3727.85636314,246.9
3727.56404429,126.0
3727.27172544,491.3
3726.97940659,415.0
3726.68708774,141.8
3726.3947689,-1.0
3726.10245005,360.3
3725.8101312,268.1
3725.51781235,-106.0
3725.2254935,-78.1
3724.93317466,45.3
3724.64085581,76.5
3724.34853696,24.3
3724.05621811,-20.4
3723.76389926,96.5
3723.47158042,10.8
3723.17926157,-13.8
3722.88694272,287.0
3722.59462387,426.8
3722.30230502,114.3
3722.00998618,141.3
3721.71766733,501.3
3721.42534848,723.5
3721.13302963,850.4
3720.84071078,782.3
3720.54839194,356.3
3720.25607309,-18.1
3719.96375424,-179.1
3719.67143539,46.8
3719.37911654,103.5
3719.0867977,26.4
3718.79447885,-106.5
3718.50216,52.5
3718.20984115,248.4
3717.9175223,-39.1
3717.62520346,-420.6
3717.33288461,227.5
3717.04056576,343.3
3716.74824691,300.8
3716.45592806,170.9
3716.16360922,307.4
3715.87129037,-25.1
3715.57897152,95.4
3715.28665267,-52.4
3714.99433382,169.1
3714.70201498,263.1
3714.40969613,-123.5
3714.11737728,505.0
3713.82505843,293.8
3713.53273958,363.5
3713.24042074,187.0
3712.94810189,-94.4
3712.65578304,-184.3
3712.36346419,70.5
3712.07114534,-21.3
3711.7788265,56.6
3711.48650765,69.6
3711.1941888,470.4
3710.90186995,475.1
3710.6095511,228.9
3710.31723226,18.3
3710.02491341,24.4
3709.73259456,-342.6
3709.44027571,47.5
3709.14795686,43.0
3708.85563802,-53.9
3708.56331917,187.9
3708.27100032,79.6
3707.97868147,-40.8
3707.68636262,-294.4
3707.39404378,52.8
3707.10172493,145.4
3706.80940608,-103.8
3706.51708723,219.1
3706.22476838,188.3
3705.93244954,-15.3
3705.64013069,190.8
3705.34781184,168.1
3705.05549299,339.1
3704.76317414,2.6
3704.4708553,478.3
3704.17853645,409.1
3703.8862176,510.6
3703.59389875,296.0
3703.3015799,-137.8
3703.00926106,-155.3
3702.71694221,-243.6
3702.42462336,-145.5
3702.13230451,-64.0
3701.83998566,394.4
3701.54766682,423.1
3701.25534797,209.0
3700.96302912,-65.9
3700.67071027,-310.5
3700.37839142,-365.6
3700.08607258,114.8
3699.79375373,71.8
3699.50143488,72.6
3699.20911603,115.4
3698.91679718,205.9
3698.62447834,249.9
3698.33215949,267.5
3698.03984064,346.9
3697.74752179,451.5
3697.45520294,497.9
3697.1628841,242.9
3696.87056525,234.8
3696.5782464,182.4
3696.28592755,469.6
3695.9936087,334.3
3695.70128986,54.9
3695.40897101,-0.1
3695.11665216,68.4
3694.82433331,317.6
3694.53201446,382.0
3694.23969562,500.5
3693.94737677,254.6
3693.65505792,35.5
3693.36273907,475.3
3693.07042022,397.8
3692.77810138,129.6
3692.48578253,86.6
3692.19346368,167.6
3691.90114483,368.5
3691.60882598,336.1
3691.31650714,427.3
3691.02418829,-52.1
3690.73186944,-51.4
3690.43955059,31.6
3690.14723174,288.8
3689.8549129,2.1
3689.56259405,201.8
3689.2702752,226.8
3688.97795635,203.1
3688.6856375,180.1
3688.39331866,179.1
3688.10099981,84.6
3687.80868096,379.4
3687.51636211,171.5
3687.22404326,11.3
3686.93172442,34.1
3686.63940557,41.9
3686.34708672,336.5
3686.05476787,234.0
3685.76244902,135.8
3685.47013018,291.5
3685.17781133,483.8
3684.88549248,382.4
3684.59317363,51.6
3684.30085478,14.3
3684.00853594,-79.9
3683.71621709,-74.8
3683.42389824,243.9
3683.13157939,236.0
3682.83926054,-105.4
3682.5469417,173.5
3682.25462285,-106.6
3681.962304,-132.5
3681.66998515,153.8
3681.3776663,501.9
3681.08534746,516.0
3680.79302861,427.3
3680.50070976,301.0
3680.20839091,95.6
3679.91607206,4.4
3679.62375322,245.9
3679.33143437,-235.0
3679.03911552,32.3
3678.74679667,-56.8
3678.45447782,-271.4
3678.16215898,-99.4
3677.86984013,189.8
3677.57752128,534.3
3677.28520243,334.0
3676.99288358,-45.5
3676.70056474,-10.4
3676.40824589,159.3
3676.11592704,55.5
3675.82360819,6.1
3675.53128934,178.1
3675.2389705,54.3
3674.94665165,66.5
3674.6543328,568.8
3674.36201395,702.3
3674.0696951,355.6
3673.77737626,201.5
3673.48505741,358.8
3673.19273856,80.4
3672.90041971,37.9
3672.60810086,273.9
3672.31578202,139.6
3672.02346317,41.1
3671.73114432,109.1
3671.43882547,291.3
3671.14650662,263.6
3670.85418778,124.4
3670.56186893,142.5
3670.26955008,377.1
3669.97723123,198.9
3669.68491238,-108.0
3669.39259354,441.3
3669.10027469,526.1
3668.80795584,396.3
3668.51563699,308.8
3668.22331814,120.1
3667.9309993,-52.8
3667.63868045,111.4
3667.3463616,366.5
3667.05404275,184.4
3666.7617239,-229.3
3666.46940506,-164.5
3666.17708621,-21.9
3665.88476736,-85.8
3665.59244851,-149.8
3665.30012966,-12.4
3665.00781082,-317.9
3664.71549197,-359.1
3664.42317312,-187.3
3664.13085427,-44.1
3663.83853542,-128.4
3663.54621658,-109.4
3663.25389773,-240.1
3662.96157888,121.8
3662.66926003,-157.8
3662.37694118,-175.3
3662.08462234,-428.6
3661.79230349,67.5
3661.49998464,40.1
3661.20766579,137.1
3660.91534694,35.6
3660.6230281,-91.5
3660.33070925,18.0
3660.0383904,168.0
3659.74607155,258.9
3659.4537527,431.0
3659.16143386,-58.5
3658.86911501,-222.8
3658.57679616,92.9
3658.28447731,-13.8
3657.99215846,-49.6
3657.69983962,60.1
3657.40752077,123.0
3657.11520192,247.4
3656.82288307,126.9
3656.53056422,-1.6
3656.23824538,231.9
3655.94592653,127.3
3655.65360768,56.1
3655.36128883,-431.9
3655.06896998,-170.3
3654.77665114,-265.5
3654.48433229,-52.6
3654.19201344,385.4
3653.89969459,260.3
3653.60737574,317.3
3653.3150569,496.3
3653.02273805,455.8
3652.7304192,175.3
3652.43810035,-25.8
3652.1457815,48.3
3651.85346266,164.6
3651.56114381,64.6
3651.26882496,60.5
3650.97650611,-184.0
3650.68418726,86.9
3650.39186842,-23.0
3650.09954957,166.6
3649.80723072,410.1
3649.51491187,97.3
3649.22259302,-171.5
3648.93027418,-76.6
3648.63795533,125.6
3648.34563648,99.3
3648.05331763,147.5
3647.76099878,705.9
3647.46867994,400.4
3647.17636109,378.5
3646.88404224,143.4
3646.59172339,-252.9
3646.29940454,-536.6
3646.0070857,-510.4
3645.71476685,-124.6
3645.422448,-333.6
3645.13012915,-466.3
3644.8378103,-289.0
3644.54549146,-473.0
3644.25317261,-19.4
3643.96085376,462.0
3643.66853491,400.4
3643.37621606,647.0
3643.08389722,187.3
3642.79157837,489.8
3642.49925952,587.6
3642.20694067,177.0
3641.91462182,165.4
3641.62230298,268.0
3641.32998413,-218.8
3641.03766528,-14.4
3640.74534643,90.3
3640.45302758,393.3
3640.16070874,189.1
3639.86838989,505.5
3639.57607104,236.9
3639.28375219,448.9
3638.99143334,735.6
3638.6991145,405.1
3638.40679565,264.0
3638.1144768,10.6
3637.82215795,-46.5
3637.5298391,292.6
3637.23752026,132.1
3636.94520141,110.9
3636.65288256,152.0
3636.36056371,171.0
3636.06824486,614.1
3635.77592602,403.4
3635.48360717,125.6
3635.19128832,35.8
3634.89896947,-8.5
3634.60665062,-42.4
3634.31433178,369.8
3634.02201293,151.9
3633.72969408,579.6
3633.43737523,592.0
3633.14505638,532.3
3632.85273754,268.5
3632.56041869,9.3
3632.26809984,151.1
3631.97578099,141.0
3631.68346214,310.1
3631.3911433,420.8
3631.09882445,285.3
3630.8065056,-112.5
3630.51418675,88.9
3630.2218679,143.6
3629.92954906,-189.0
3629.63723021,32.4
3629.34491136,165.0
3629.05259251,184.8
3628.76027366,261.9
3628.46795482,108.6
3628.17563597,253.0
3627.88331712,-101.3
3627.59099827,-195.0
3627.29867942,-273.0
3627.00636058,-178.1
3626.71404173,99.1
3626.42172288,291.5
3626.12940403,354.3
3625.83708518,2.0
3625.54476634,14.5
3625.25244749,533.0
3624.96012864,439.6
3624.66780979,229.9
3624.37549094,139.1
3624.0831721,224.0
3623.79085325,110.9
3623.4985344,33.5
3623.20621555,241.1
3622.9138967,-22.5
3622.62157786,-189.8
3622.32925901,72.0
3622.03694016,359.9
3621.74462131,187.4
3621.45230246,-41.6
3621.15998362,219.0
3620.86766477,378.8
3620.57534592,255.1
3620.28302707,-148.9
3619.99070822,375.6
3619.69838938,376.3
3619.40607053,571.1
3619.11375168,210.4
3618.82143283,40.5
3618.52911398,-103.8
3618.23679514,49.3
3617.94447629,229.9
3617.65215744,100.6
3617.35983859,235.3
3617.06751974,-55.9
3616.7752009,-29.1
3616.48288205,123.8
3616.1905632,-6.4
3615.89824435,-196.4
3615.6059255,-136.8
3615.31360666,254.3
3615.02128781,237.8
3614.72896896,306.4
3614.43665011,261.5
3614.14433126,17.9
3613.85201242,146.6
