300MHz Spectrometer, CHL-D
Frequency (Hz),Intensity
1666.13152819,656.1
1665.83920934,197.4
1665.5468905,1.0
1665.25457165,66.5
1664.9622528,726.3
1664.66993395,553.4
1664.3776151,800.4
1664.08529626,525.0
1663.79297741,194.3
1663.50065856,109.4
1663.20833971,738.0
1662.91602086,153.8
1662.62370202,129.5
1662.33138317,316.9
1662.03906432,176.4
1661.74674547,-83.8
1661.45442662,-80.3
1661.16210778,224.8
1660.86978893,68.3
1660.57747008,239.6
1660.28515123,261.8
1659.99283238,814.9
1659.70051354,783.0
1659.40819469,301.8
1659.11587584,189.9
1658.82355699,192.3
1658.53123814,326.1
1658.2389193,219.4
1657.94660045,500.1
1657.6542816,222.1
1657.36196275,239.8
1657.0696439,661.8
1656.77732506,255.4
1656.48500621,114.1
1656.19268736,105.0
1655.90036851,413.8
1655.60804966,501.6
1655.31573082,411.3
1655.02341197,244.0
1654.73109312,139.4
1654.43877427,282.9
1654.14645542,486.1
1653.85413658,353.4
1653.56181773,570.1
1653.26949888,338.9
1652.97718003,-225.9
1652.68486118,41.3
1652.39254234,198.6
1652.10022349,14.9
1651.80790464,289.4
1651.51558579,261.8
1651.22326694,311.4
1650.9309481,354.0
1650.63862925,522.8
1650.3463104,270.6
1650.05399155,654.5
1649.7616727,211.8
1649.46935386,252.0
1649.17703501,613.9
1648.88471616,774.0
1648.59239731,1154.1
1648.30007846,982.6
1648.00775962,302.5
1647.71544077,76.3
1647.42312192,60.1
1647.13080307,-85.9
1646.83848422,134.3
1646.54616538,-62.0
1646.25384653,-383.3
1645.96152768,43.1
1645.66920883,550.3
1645.37688998,103.4
1645.08457114,347.4
1644.79225229,340.1
1644.49993344,119.3
1644.20761459,185.3
1643.91529574,-59.9
1643.6229769,-37.4
1643.33065805,467.3
1643.0383392,890.4
1642.74602035,434.9
1642.4537015,79.3
1642.16138266,568.1
1641.86906381,817.0
1641.57674496,846.1
1641.28442611,640.5
1640.99210726,176.8
1640.69978842,160.6
1640.40746957,451.4
1640.11515072,354.5
1639.82283187,19.0
1639.53051302,189.0
1639.23819418,335.5
1638.94587533,117.0
1638.65355648,-11.1
1638.36123763,-225.3
1638.06891878,-164.3
1637.77659994,-171.1
1637.48428109,-126.8
1637.19196224,233.5
1636.89964339,54.1
1636.60732454,260.8
1636.3150057,-31.4
1636.02268685,-377.0
1635.730368,265.8
1635.43804915,546.9
1635.1457303,796.4
1634.85341146,795.1
1634.56109261,609.8
1634.26877376,497.1
1633.97645491,539.3
1633.68413606,475.4
1633.39181722,463.8
1633.09949837,-144.8
1632.80717952,309.4
1632.51486067,338.4
1632.22254182,31.9
1631.93022298,116.1
1631.63790413,319.6
1631.34558528,713.6
1631.05326643,577.9
1630.76094758,242.8
1630.46862874,336.4
1630.17630989,290.3
1629.88399104,-67.0
1629.59167219,-134.3
1629.29935334,-314.9
1629.0070345,-246.9
1628.71471565,357.9
1628.4223968,640.4
1628.13007795,-13.3
1627.8377591,355.4
1627.54544026,853.8
1627.25312141,744.8
1626.96080256,1045.4
1626.66848371,433.1
1626.37616486,-136.9
1626.08384602,-279.4
1625.79152717,-276.0
1625.49920832,58.8
1625.20688947,380.5
1624.91457062,500.8
1624.62225178,832.9
1624.32993293,287.1
1624.03761408,337.0
1623.74529523,143.4
1623.45297638,345.0
1623.16065754,128.5
1622.86833869,116.4
1622.57601984,139.8
1622.28370099,155.4
1621.99138214,42.1
1621.6990633,494.5
1621.40674445,818.8
1621.1144256,250.8
1620.82210675,199.9
1620.5297879,851.1
1620.23746906,785.1
1619.94515021,252.6
1619.65283136,-22.9
1619.36051251,65.6
1619.06819366,396.1
1618.77587482,436.5
1618.48355597,644.6
1618.19123712,724.5
1617.89891827,896.0
1617.60659942,163.4
1617.31428058,543.5
1617.02196173,235.5
1616.72964288,-60.9
1616.43732403,67.5
1616.14500518,310.5
1615.85268634,341.6
1615.56036749,434.9
1615.26804864,197.0
1614.97572979,344.0
1614.68341094,431.8
1614.3910921,387.1
1614.09877325,90.8
1613.8064544,364.8
1613.51413555,12.4
1613.2218167,-489.8
1612.92949786,-215.0
1612.63717901,266.0
1612.34486016,851.4
1612.05254131,284.5
1611.76022246,83.5
1611.46790362,-482.1
1611.17558477,-51.3
1610.88326592,546.5
1610.59094707,663.9
1610.29862822,837.8
1610.00630938,422.9
1609.71399053,408.5
1609.42167168,536.4
1609.12935283,577.1
1608.83703398,362.8
1608.54471514,-33.3
1608.25239629,102.8
1607.96007744,78.5
1607.66775859,114.5
1607.37543974,104.6
1607.0831209,359.3
1606.79080205,340.4
1606.4984832,-30.5
1606.20616435,79.9
1605.9138455,457.3
1605.62152666,843.6
1605.32920781,305.0
1605.03688896,128.3
1604.74457011,-65.8
1604.45225126,314.8
1604.15993242,298.0
1603.86761357,275.9
1603.57529472,136.6
1603.28297587,-15.6
1602.99065702,-178.3
1602.69833818,-143.8
1602.40601933,63.4
1602.11370048,528.4
1601.82138163,436.6
1601.52906278,316.9
1601.23674394,778.6
1600.94442509,765.4
1600.65210624,276.9
1600.35978739,431.8
1600.06746854,732.5
1599.7751497,528.8
1599.48283085,394.3
1599.190512,441.4
1598.89819315,961.9
1598.6058743,759.3
1598.31355546,149.4
1598.02123661,307.1
1597.72891776,706.4
1597.43659891,392.3
1597.14428006,139.1
1596.85196122,462.0
1596.55964237,279.4
1596.26732352,393.8
1595.97500467,286.1
1595.68268582,365.6
1595.39036698,468.3
1595.09804813,773.9
1594.80572928,919.9
1594.51341043,699.9
1594.22109158,295.0
1593.92877274,13.3
1593.63645389,-34.6
1593.34413504,458.0
1593.05181619,732.1
1592.75949734,159.6
1592.4671785,-164.1
1592.17485965,264.9
1591.8825408,699.8
1591.59022195,472.0
1591.2979031,488.4
1591.00558426,578.5
1590.71326541,885.3
1590.42094656,499.0
1590.12862771,-34.1
1589.83630886,281.8
1589.54399002,268.9
1589.25167117,-289.9
1588.95935232,14.5
1588.66703347,390.3
1588.37471462,-70.5
1588.08239578,-574.8
1587.79007693,-284.4
1587.49775808,290.1
1587.20543923,484.0
1586.91312038,370.1
1586.62080154,388.9
1586.32848269,1051.8
1586.03616384,922.4
1585.74384499,506.4
1585.45152614,689.9
1585.1592073,725.9
1584.86688845,565.9
1584.5745696,23.5
1584.28225075,-103.9
1583.9899319,241.0
1583.69761306,496.3
1583.40529421,78.6
1583.11297536,90.5
1582.82065651,877.5
1582.52833766,167.0
1582.23601882,-302.3
1581.94369997,265.4
1581.65138112,212.9
1581.35906227,61.5
1581.06674342,42.9
1580.77442458,81.6
1580.48210573,163.5
1580.18978688,469.4
1579.89746803,256.6
1579.60514918,650.4
1579.31283034,656.9
1579.02051149,559.5
1578.72819264,-70.0
1578.43587379,33.1
1578.14355494,-280.5
1577.8512361,-236.4
1577.55891725,-50.6
1577.2665984,640.0
1576.97427955,278.6
1576.6819607,-159.5
1576.38964186,460.8
1576.09732301,339.1
1575.80500416,156.4
1575.51268531,56.9
1575.22036646,-375.0
1574.92804762,243.4
1574.63572877,457.3
1574.34340992,303.1
1574.05109107,468.1
1573.75877222,360.3
1573.46645338,388.3
1573.17413453,153.4
1572.88181568,251.0
1572.58949683,-409.9
1572.29717798,-319.5
1572.00485914,-178.4
1571.71254029,-345.3
1571.42022144,-61.6
1571.12790259,28.9
1570.83558374,328.8
1570.5432649,335.6
1570.25094605,201.6
1569.9586272,534.5
1569.66630835,560.4
1569.3739895,672.3
1569.08167066,267.9
1568.78935181,-221.6
1568.49703296,-197.1
1568.20471411,-22.3
1567.91239526,524.5
1567.62007642,247.3
1567.32775757,-112.3
1567.03543872,-316.8
1566.74311987,416.1
1566.45080102,-12.3
1566.15848218,-180.8
1565.86616333,45.1
1565.57384448,339.6
1565.28152563,726.5
1564.98920678,645.6
1564.69688794,463.1
1564.40456909,420.4
1564.11225024,114.6
1563.81993139,-183.6
1563.52761254,-28.5
1563.2352937,229.9
1562.94297485,108.8
1562.650656,111.9
1562.35833715,255.3
1562.0660183,370.1
1561.77369946,408.6
1561.48138061,822.3
1561.18906176,396.6
1560.89674291,127.6
1560.60442406,293.8
1560.31210522,249.8
1560.01978637,309.8
1559.72746752,450.0
1559.43514867,724.0
1559.14282982,423.4
1558.85051098,383.3
1558.55819213,312.9
1558.26587328,470.6
1557.97355443,282.5
1557.68123558,244.4
1557.38891674,512.5
1557.09659789,383.0
1556.80427904,329.1
1556.51196019,-25.1
1556.21964134,71.6
1555.9273225,293.0
1555.63500365,278.5
1555.3426848,205.3
1555.05036595,94.5
1554.7580471,138.3
1554.46572826,193.5
1554.17340941,176.4
1553.88109056,128.5
1553.58877171,466.1
1553.29645286,764.9
1553.00413402,479.6
1552.71181517,34.0
1552.41949632,251.0
1552.12717747,551.6
1551.83485862,340.0
1551.54253978,40.0
1551.25022093,-324.8
1550.95790208,-305.3
1550.66558323,354.4
1550.37326438,343.5
1550.08094554,231.3
1549.78862669,139.1
1549.49630784,137.6
1549.20398899,-285.6
1548.91167014,-189.3
1548.6193513,186.3
1548.32703245,605.1
1548.0347136,361.8
1547.74239475,372.8
1547.4500759,683.3
1547.15775706,700.1
1546.86543821,410.3
1546.57311936,270.4
1546.28080051,125.0
1545.98848166,103.4
1545.69616282,-104.6
1545.40384397,-103.8
1545.11152512,82.6
1544.81920627,193.0
1544.52688742,-410.8
1544.23456858,-144.8
1543.94224973,-112.4
1543.64993088,152.6
1543.35761203,-67.9
1543.06529318,-32.1
1542.77297434,165.0
1542.48065549,293.4
1542.18833664,135.8
1541.89601779,84.5
1541.60369894,284.5
1541.3113801,501.3
1541.01906125,369.5
1540.7267424,-120.3
1540.43442355,201.3
1540.1421047,228.5
1539.84978586,564.8
1539.55746701,165.1
1539.26514816,229.9
1538.97282931,-167.4
1538.68051046,423.6
1538.38819162,293.4
1538.09587277,-305.9
1537.80355392,154.3
1537.51123507,-243.3
1537.21891622,-50.8
1536.92659738,129.5
1536.63427853,-36.6
1536.34195968,12.9
1536.04964083,425.8
1535.75732198,390.9
1535.46500314,37.6
1535.17268429,-332.9
1534.88036544,-363.8
1534.58804659,-286.1
1534.29572774,22.4
1534.0034089,212.8
1533.71109005,443.0
1533.4187712,538.3
1533.12645235,513.9
1532.8341335,-80.6
1532.54181466,-70.1
1532.24949581,98.3
1531.95717696,160.1
1531.66485811,635.6
1531.37253926,540.5
1531.08022042,467.1
1530.78790157,291.5
1530.49558272,215.0
1530.20326387,210.0
1529.91094502,191.0
1529.61862618,425.6
1529.32630733,428.6
1529.03398848,346.4
1528.74166963,205.1
1528.44935078,45.9
1528.15703194,-185.8
1527.86471309,374.4
1527.57239424,563.9
1527.28007539,672.8
1526.98775654,783.5
1526.6954377,649.6
1526.40311885,289.5
1526.1108,101.8
1525.81848115,217.8
1525.5261623,298.6
1525.23384346,393.6
1524.94152461,622.0
1524.64920576,411.0
1524.35688691,316.0
1524.06456806,33.0
1523.77224922,83.0
1523.47993037,418.0
1523.18761152,335.6
1522.89529267,278.9
1522.60297382,80.4
1522.31065498,293.6
1522.01833613,323.9
1521.72601728,19.5
1521.43369843,-206.0
1521.14137958,330.3
1520.84906074,503.1
1520.55674189,99.3
1520.26442304,155.5
1519.97210419,67.1
1519.67978534,-48.6
1519.3874665,-19.9
1519.09514765,241.1
1518.8028288,236.0
1518.51050995,31.6
1518.2181911,530.8
1517.92587226,-63.9
1517.63355341,-239.4
1517.34123456,-135.4
1517.04891571,82.3
1516.75659686,-11.6
1516.46427802,-53.9
1516.17195917,-22.8
1515.87964032,161.8
1515.58732147,189.4
1515.29500262,156.0
1515.00268378,393.8
1514.71036493,280.1
1514.41804608,250.1
1514.12572723,-45.4
1513.83340838,44.8
1513.54108954,-267.3
1513.24877069,209.0
1512.95645184,-42.4
1512.66413299,196.3
1512.37181414,276.8
1512.0794953,166.6
1511.78717645,133.0
1511.4948576,33.6
1511.20253875,111.1
1510.9102199,462.0
1510.61790106,577.1
1510.32558221,520.0
1510.03326336,379.9
1509.74094451,225.5
1509.44862566,264.1
1509.15630682,95.6
1508.86398797,-251.6
1508.57166912,-136.8
1508.27935027,53.9
1507.98703142,64.6
1507.69471258,115.4
1507.40239373,70.6
1507.11007488,151.5
1506.81775603,368.0
1506.52543718,515.9
1506.23311834,364.8
1505.94079949,441.6
1505.64848064,605.1
1505.35616179,514.1
1505.06384294,37.6
1504.7715241,-282.8
1504.47920525,68.4
1504.1868864,526.0
1503.89456755,454.3
1503.6022487,48.1
1503.30992986,100.4
1503.01761101,97.9
1502.72529216,3.8
1502.43297331,329.0
1502.14065446,-309.8
1501.84833562,-132.3
1501.55601677,252.5
1501.26369792,368.3
1500.97137907,251.5
1500.67906022,376.4
1500.38674138,-31.5
1500.09442253,389.8
1499.80210368,493.0
1499.50978483,92.0
1499.21746598,112.6
1498.92514714,-268.6
1498.63282829,-239.6
1498.34050944,74.6
1498.04819059,421.5
1497.75587174,412.6
1497.4635529,221.3
1497.17123405,566.9
1496.8789152,-2.6
1496.58659635,-415.0
1496.2942775,143.9
1496.00195866,422.0
1495.70963981,316.8
1495.41732096,264.5
1495.12500211,357.3
1494.83268326,444.6
1494.54036442,359.3
1494.24804557,218.8
1493.95572672,209.3
1493.66340787,7.8
1493.37108902,-146.3
1493.07877018,-244.0
1492.78645133,-36.0
1492.49413248,-233.5
1492.20181363,430.5
1491.90949478,610.1
1491.61717594,325.3
1491.32485709,494.6
1491.03253824,711.1
1490.74021939,731.1
1490.44790054,385.9
1490.1555817,-402.9
1489.86326285,-254.9
1489.570944,-215.3
1489.27862515,-347.6
1488.9863063,-109.0
1488.69398746,342.4
1488.40166861,442.8
1488.10934976,-321.9
1487.81703091,13.0
1487.52471206,715.8
1487.23239322,676.4
1486.94007437,310.1
1486.64775552,414.4
1486.35543667,383.9
1486.06311782,154.6
1485.77079898,256.6
1485.47848013,429.9
1485.18616128,600.4
1484.89384243,442.1
1484.60152358,589.4
1484.30920474,647.1
1484.01688589,169.8
1483.72456704,54.6
1483.43224819,150.3
1483.13992934,202.4
1482.8476105,-172.5
1482.55529165,-466.8
1482.2629728,-22.8
1481.97065395,-59.9
1481.6783351,-8.6
1481.38601626,316.9
1481.09369741,643.8
1480.80137856,246.4
1480.50905971,300.4
1480.21674086,327.8
1479.92442202,472.8
1479.63210317,139.1
1479.33978432,-93.6
1479.04746547,377.5
1478.75514662,335.5
1478.46282778,-67.3
1478.17050893,24.4
1477.87819008,539.9
1477.58587123,290.0
1477.29355238,2.9
1477.00123354,67.5
1476.70891469,490.6
1476.41659584,392.8
1476.12427699,144.6
1475.83195814,-344.5
1475.5396393,-247.6
1475.24732045,-629.4
1474.9550016,-549.6
1474.66268275,239.1
1474.3703639,699.0
1474.07804506,676.4
1473.78572621,422.9
1473.49340736,616.6
1473.20108851,258.4
1472.90876966,366.0
1472.61645082,709.8
1472.32413197,597.1
1472.03181312,896.1
1471.73949427,1031.1
1471.44717542,1020.5
1471.15485658,629.0
1470.86253773,364.9
1470.57021888,351.1
1470.27790003,230.8
1469.98558118,98.9
1469.69326234,193.4
1469.40094349,365.8
1469.10862464,213.8
1468.81630579,-112.5
1468.52398694,-426.4
1468.2316681,30.1
1467.93934925,169.0
1467.6470304,186.8
1467.35471155,746.4
1467.0623927,635.0
1466.77007386,328.1
1466.47775501,129.3
1466.18543616,238.1
1465.89311731,354.3
1465.60079846,344.6
1465.30847962,645.3
1465.01616077,521.8
1464.72384192,317.8
1464.43152307,354.8
1464.13920422,120.5
1463.84688538,357.5
1463.55456653,449.5
1463.26224768,239.3
1462.96992883,196.0
1462.67760998,166.3
1462.38529114,137.6
1462.09297229,277.0
1461.80065344,309.0
1461.50833459,167.6
1461.21601574,200.1
1460.9236969,443.4
1460.63137805,183.6
1460.3390592,28.4
1460.04674035,297.8
1459.7544215,290.1
1459.46210266,79.3
1459.16978381,27.6
1458.87746496,491.5
1458.58514611,847.4
1458.29282726,654.9
1458.00050842,99.6
1457.70818957,254.5
1457.41587072,116.1
1457.12355187,-9.0
1456.83123302,206.9
1456.53891418,244.6
1456.24659533,207.6
1455.95427648,43.5
1455.66195763,-180.8
1455.36963878,93.5
1455.07731994,383.6
1454.78500109,326.9
1454.49268224,-15.3
1454.20036339,-143.4
1453.90804454,-166.4
1453.6157257,-76.3
1453.32340685,-134.3
1453.031088,-191.8
1452.73876915,178.6
1452.4464503,47.5
1452.15413146,-208.4
1451.86181261,192.9
1451.56949376,438.4
1451.27717491,341.8
1450.98485606,35.8
1450.69253722,299.1
1450.40021837,272.4
1450.10789952,64.1
1449.81558067,206.9
1449.52326182,427.8
1449.23094298,511.8
1448.93862413,279.4
1448.64630528,69.4
1448.35398643,354.1
1448.06166758,150.6
1447.76934874,132.0
1447.47702989,5.4
1447.18471104,94.5
1446.89239219,281.0
1446.60007334,155.6
1446.3077545,214.0
1446.01543565,183.5
1445.7231168,270.4
1445.43079795,207.9
1445.1384791,399.1
1444.84616026,269.9
1444.55384141,264.0
1444.26152256,298.5
1443.96920371,522.0
1443.67688486,260.1
1443.38456602,399.8
1443.09224717,764.6
1442.79992832,756.3
1442.50760947,645.3
1442.21529062,429.1
1441.92297178,402.0
1441.63065293,315.0
1441.33833408,117.9
1441.04601523,-105.8
1440.75369638,367.6
1440.46137754,358.4
1440.16905869,431.3
1439.87673984,295.6
1439.58442099,495.8
1439.29210214,435.3
1438.9997833,121.5
1438.70746445,245.3
1438.4151456,329.4
1438.12282675,119.9
1437.8305079,404.3
1437.53818906,479.1
1437.24587021,499.5
1436.95355136,211.3
1436.66123251,129.0
1436.36891366,234.0
1436.07659482,-19.1
1435.78427597,397.8
1435.49195712,742.0
1435.19963827,579.0
1434.90731942,243.9
1434.61500058,121.0
1434.32268173,26.0
1434.03036288,232.6
1433.73804403,71.6
1433.44572518,321.4
1433.15340634,392.1
1432.86108749,325.4
1432.56876864,364.1
1432.27644979,158.0
1431.98413094,141.4
1431.6918121,206.0
1431.39949325,135.9
1431.1071744,137.4
1430.81485555,161.3
1430.5225367,-21.9
1430.23021786,96.0
1429.93789901,334.4
1429.64558016,400.5
1429.35326131,372.3
1429.06094246,281.8
1428.76862362,363.6
1428.47630477,-27.9
1428.18398592,-371.0
1427.89166707,-191.5
1427.59934822,-56.6
1427.30702938,205.8
1427.01471053,444.9
1426.72239168,81.0
1426.43007283,89.9
1426.13775398,19.3
1425.84543514,32.5
1425.55311629,42.0
1425.26079744,-62.5
1424.96847859,-430.0
1424.67615974,-409.5
1424.3838409,71.6
1424.09152205,-96.4
1423.7992032,-175.1
1423.50688435,84.6
1423.2145655,320.5
1422.92224666,325.8
1422.62992781,130.4
1422.33760896,63.6
1422.04529011,333.3
1421.75297126,184.1
1421.46065242,688.3
1421.16833357,546.8
1420.87601472,350.8
1420.58369587,317.4
1420.29137702,2.8
1419.99905818,481.0
1419.70673933,711.3
1419.41442048,471.1
1419.12210163,467.3
1418.82978278,63.0
1418.53746394,-40.1
1418.24514509,73.9
1417.95282624,180.9
1417.66050739,173.4
1417.36818854,530.6
1417.0758697,830.6
1416.78355085,1049.3
1416.491232,496.9
1416.19891315,191.8
1415.9065943,343.5
1415.61427546,413.4
1415.32195661,201.0
1415.02963776,488.8
1414.73731891,384.3
1414.44500006,212.8
1414.15268122,-40.1
1413.86036237,35.1
1413.56804352,262.8
1413.27572467,540.9
1412.98340582,592.8
1412.69108698,451.5
1412.39876813,605.3
1412.10644928,567.5
1411.81413043,354.6
1411.52181158,824.1
1411.22949274,750.5
1410.93717389,779.5
1410.64485504,696.1
1410.35253619,772.0
1410.06021734,716.0
1409.7678985,316.3
1409.47557965,580.9
1409.1832608,895.1
1408.89094195,1182.5
1408.5986231,1012.3
1408.30630426,1199.6
1408.01398541,1258.6
1407.72166656,1020.1
1407.42934771,1100.6
1407.13702886,1339.1
1406.84471002,1256.1
1406.55239117,1186.6
1406.26007232,1381.6
1405.96775347,1314.3
1405.67543462,1584.1
1405.38311578,1355.9
1405.09079693,1479.0
1404.79847808,2022.0
1404.50615923,2220.5
1404.21384038,2578.6
1403.92152154,2900.5
1403.62920269,3205.6
1403.33688384,3257.5
1403.04456499,3575.5
1402.75224614,4085.6
1402.4599273,4203.0
1402.16760845,4985.1
1401.8752896,5902.6
1401.58297075,6176.8
1401.2906519,6308.5
1400.99833306,6671.5
1400.70601421,7216.9
1400.41369536,7012.6
1400.12137651,7248.1
1399.82905766,6818.9
1399.53673882,6462.5
1399.24441997,6172.1
1398.95210112,5874.5
1398.65978227,5568.8
1398.36746342,5190.0
1398.07514458,4442.0
1397.78282573,3908.3
1397.49050688,3607.0
1397.19818803,2967.3
1396.90586918,2356.8
1396.61355034,1969.4
1396.32123149,1376.3
1396.02891264,1563.9
1395.73659379,1457.4
1395.44427494,898.0
1395.1519561,1050.8
1394.85963725,805.4
1394.5673184,776.1
1394.27499955,458.9
1393.9826807,373.6
1393.69036186,859.0
1393.39804301,765.4
1393.10572416,589.1
1392.81340531,400.3
1392.52108646,417.1
1392.22876762,615.0
1391.93644877,447.4
1391.64412992,80.3
1391.35181107,54.0
1391.05949222,394.8
1390.76717338,142.1
1390.47485453,287.6
1390.18253568,430.0
1389.89021683,411.3
1389.59789798,489.0
1389.30557914,369.6
1389.01326029,50.6
1388.72094144,57.9
1388.42862259,325.8
1388.13630374,573.5
1387.8439849,537.8
1387.55166605,494.8
1387.2593472,350.0
1386.96702835,90.6
1386.6747095,177.1
1386.38239066,-67.8
1386.09007181,-8.3
1385.79775296,10.0
1385.50543411,-233.6
1385.21311526,-462.1
1384.92079642,77.5
1384.62847757,-128.0
1384.33615872,-22.6
1384.04383987,62.6
1383.75152102,-121.5
1383.45920218,16.0
1383.16688333,342.0
1382.87456448,345.4
1382.58224563,59.8
1382.28992678,-136.0
1381.99760794,366.6
1381.70528909,246.1
1381.41297024,461.6
1381.12065139,617.0
1380.82833254,188.4
1380.5360137,179.1
1380.24369485,-39.0
1379.951376,52.4
1379.65905715,149.6
1379.3667383,85.5
1379.07441946,128.6
1378.78210061,259.6
1378.48978176,251.4
1378.19746291,252.1
1377.90514406,622.6
1377.61282522,342.1
1377.32050637,-77.5
1377.02818752,362.3
1376.73586867,566.3
1376.44354982,813.5
1376.15123098,556.3
1375.85891213,235.0
1375.56659328,328.0
1375.27427443,330.1
1374.98195558,209.1
1374.68963674,-198.1
1374.39731789,-343.8
1374.10499904,-164.6
1373.81268019,-74.6
1373.52036134,86.0
1373.2280425,331.8
1372.93572365,220.6
1372.6434048,62.6
1372.35108595,-101.8
1372.0587671,280.8
1371.76644826,24.9
1371.47412941,41.4
1371.18181056,-318.3
1370.88949171,-225.4
1370.59717286,239.5
1370.30485402,377.4
1370.01253517,-66.3
1369.72021632,-5.9
1369.42789747,143.9
1369.13557862,275.8
1368.84325978,-221.3
1368.55094093,-195.5
1368.25862208,-258.0
1367.96630323,-183.0
1367.67398438,-209.8
1367.38166554,-244.4
1367.08934669,-232.0
1366.79702784,147.4
1366.50470899,111.4
1366.21239014,-177.1
1365.9200713,-280.3
1365.62775245,29.0
1365.3354336,509.4
1365.04311475,238.1
1364.7507959,-34.3
1364.45847706,12.0
1364.16615821,385.6
1363.87383936,271.8
1363.58152051,356.0
1363.28920166,308.5
1362.99688282,-211.8
1362.70456397,-263.9
1362.41224512,-316.8
1362.11992627,-403.9
1361.82760742,-565.0
1361.53528858,-302.9
1361.24296973,-182.1
1360.95065088,-2.5
1360.65833203,36.4
1360.36601318,-382.3
1360.07369434,81.6
1359.78137549,27.9
1359.48905664,-377.9
1359.19673779,267.6
1358.90441894,136.8
1358.6121001,13.4
1358.31978125,-190.3
1358.0274624,-72.8
1357.73514355,-32.1
1357.4428247,-75.3
1357.15050586,-200.1
1356.85818701,-300.0
1356.56586816,-171.4
1356.27354931,-135.4
1355.98123046,-128.4
1355.68891162,-52.9
1355.39659277,-115.3
1355.10427392,133.5
1354.81195507,293.8
1354.51963622,399.5
1354.22731738,190.3
1353.93499853,283.1
1353.64267968,338.6
1353.35036083,260.3
1353.05804198,470.4
1352.76572314,313.3
1352.47340429,124.9
1352.18108544,305.4
1351.88876659,240.1
1351.59644774,-142.5
1351.3041289,296.5
1351.01181005,589.8
1350.7194912,817.0
1350.42717235,26.8
1350.1348535,134.1
1349.84253466,290.8
1349.55021581,-55.6
1349.25789696,-36.6
1348.96557811,-88.8
1348.67325926,46.5
1348.38094042,385.4
1348.08862157,423.8
1347.79630272,436.4
1347.50398387,0.5
1347.21166502,118.3
1346.91934618,135.8
1346.62702733,476.6
1346.33470848,656.8
1346.04238963,344.5
1345.75007078,425.4
1345.45775194,580.4
1345.16543309,639.4
1344.87311424,363.9
1344.58079539,659.8
1344.28847654,811.3
1343.9961577,622.6
1343.70383885,25.5
1343.41152,395.0
1343.11920115,121.8
1342.8268823,40.5
1342.53456346,27.4
1342.24224461,257.3
1341.94992576,260.3
1341.65760691,360.5
1341.36528806,111.9
1341.07296922,-142.5
1340.78065037,-296.0
1340.48833152,-277.3
1340.19601267,49.9
1339.90369382,45.3
1339.61137498,-395.3
1339.31905613,-83.4
1339.02673728,144.1
1338.73441843,442.4
1338.44209958,-181.5
1338.14978074,-472.0
1337.85746189,-286.0
1337.56514304,136.8
1337.27282419,-336.6
1336.98050534,-405.4
1336.6881865,114.8
1336.39586765,-47.9
1336.1035488,-573.0
1335.81122995,-76.0
1335.5189111,476.0
1335.22659226,221.3
1334.93427341,53.4
1334.64195456,-123.3
1334.34963571,-15.8
1334.05731686,-37.8
1333.76499802,-129.1
1333.47267917,-123.3
1333.18036032,-24.8
1332.88804147,-209.0
1332.59572262,-287.9
1332.30340378,230.0
1332.01108493,575.9
1331.71876608,-405.8
1331.42644723,-1253.6
1331.13412838,-1116.8
1330.84180954,-856.0
1330.54949069,-185.1
1330.25717184,-121.3
1329.96485299,-62.1
1329.67253414,-506.6
1329.3802153,-572.0
1329.08789645,-163.3
1328.7955776,140.0
1328.50325875,-119.1
1328.2109399,-132.5
1327.91862106,142.3
1327.62630221,321.3
1327.33398336,-135.8
1327.04166451,-189.9
1326.74934566,313.0
1326.45702682,479.8
1326.16470797,-34.3
1325.87238912,-381.3
1325.58007027,28.8
1325.28775142,294.4
1324.99543258,-274.4
1324.70311373,-1260.5
1324.41079488,-1639.1
1324.11847603,-1196.1
1323.82615718,-12.6
1323.53383834,1007.4
1323.24151949,1048.1
1322.94920064,404.1
1322.65688179,-7.3
1322.36456294,522.1
1322.0722441,169.8
1321.77992525,-443.5
1321.4876064,105.6
1321.19528755,7.9
1320.9029687,-771.1
1320.61064986,-251.3
1320.31833101,-314.0
1320.02601216,-593.1
1319.73369331,-363.4
1319.44137446,74.0
1319.14905562,37.9
1318.85673677,-20.5
1318.56441792,-509.9
1318.27209907,-72.6
1317.97978022,31.8
1317.68746138,-1160.5
1317.39514253,-1193.8
1317.10282368,830.1
1316.81050483,2398.9
1316.51818598,2354.6
1316.22586714,2126.3
1315.93354829,1121.0
1315.64122944,-622.1
1315.34891059,-1147.5
1315.05659174,-222.3
1314.7642729,-154.5
1314.47195405,-194.5
1314.1796352,-14.1
1313.88731635,276.3
1313.5949975,199.5
1313.30267866,-551.5
1313.01035981,-892.3
1312.71804096,-471.9
1312.42572211,-322.4
1312.13340326,-285.0
1311.84108442,-678.1
1311.54876557,5.1
1311.25644672,130.4
1310.96412787,-143.8
1310.67180902,-61.3
1310.37949018,535.9
1310.08717133,1059.3
1309.79485248,926.8
1309.50253363,1251.4
1309.21021478,869.8
1308.91789594,-513.8
1308.62557709,-1680.6
1308.33325824,-1310.6
1308.04093939,-58.3
1307.74862054,465.4
1307.4563017,316.3
1307.16398285,-86.8
1306.871664,-117.5
1306.57934515,348.1
1306.2870263,64.5
1305.99470746,246.6
1305.70238861,-140.3
1305.41006976,54.9
1305.11775091,159.0
1304.82543206,-59.6
1304.53311322,-106.3
